# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AKG35_RS10000	GENE_AKG35_RS10000	TRANSCRIPT_AKG35_RS10000	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS10005	GENE_AKG35_RS10005	TRANSCRIPT_AKG35_RS10005	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS10010	GENE_AKG35_RS10010	TRANSCRIPT_AKG35_RS10010	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS10055	GENE_AKG35_RS10055	TRANSCRIPT_AKG35_RS10055	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10060	GENE_AKG35_RS10060	TRANSCRIPT_AKG35_RS10060	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10065	GENE_AKG35_RS10065	TRANSCRIPT_AKG35_RS10065	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10070	GENE_AKG35_RS10070	TRANSCRIPT_AKG35_RS10070	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10075	GENE_AKG35_RS10075	TRANSCRIPT_AKG35_RS10075	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10080	GENE_AKG35_RS10080	TRANSCRIPT_AKG35_RS10080	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS10085	GENE_AKG35_RS10085	TRANSCRIPT_AKG35_RS10085	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10090	GENE_AKG35_RS10090	TRANSCRIPT_AKG35_RS10090	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10095	GENE_AKG35_RS10095	TRANSCRIPT_AKG35_RS10095	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10100	GENE_AKG35_RS10100	TRANSCRIPT_AKG35_RS10100	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10105	GENE_AKG35_RS10105	TRANSCRIPT_AKG35_RS10105	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10190	GENE_AKG35_RS10190	TRANSCRIPT_AKG35_RS10190	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10195	GENE_AKG35_RS10195	TRANSCRIPT_AKG35_RS10195	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10200	GENE_AKG35_RS10200	TRANSCRIPT_AKG35_RS10200	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10205	GENE_AKG35_RS10205	TRANSCRIPT_AKG35_RS10205	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10210	GENE_AKG35_RS10210	TRANSCRIPT_AKG35_RS10210	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10215	GENE_AKG35_RS10215	TRANSCRIPT_AKG35_RS10215	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10220	GENE_AKG35_RS10220	TRANSCRIPT_AKG35_RS10220	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10225	GENE_AKG35_RS10225	TRANSCRIPT_AKG35_RS10225	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10230	GENE_AKG35_RS10230	TRANSCRIPT_AKG35_RS10230	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10300	GENE_AKG35_RS10300	TRANSCRIPT_AKG35_RS10300	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10305	GENE_AKG35_RS10305	TRANSCRIPT_AKG35_RS10305	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10310	GENE_AKG35_RS10310	TRANSCRIPT_AKG35_RS10310	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10320	GENE_AKG35_RS10320	TRANSCRIPT_AKG35_RS10320	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10325	GENE_AKG35_RS10325	TRANSCRIPT_AKG35_RS10325	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10330	GENE_AKG35_RS10330	TRANSCRIPT_AKG35_RS10330	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10380	GENE_AKG35_RS10380	TRANSCRIPT_AKG35_RS10380	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10385	GENE_AKG35_RS10385	TRANSCRIPT_AKG35_RS10385	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10390	GENE_AKG35_RS10390	TRANSCRIPT_AKG35_RS10390	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10395	GENE_AKG35_RS10395	TRANSCRIPT_AKG35_RS10395	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10400	GENE_AKG35_RS10400	TRANSCRIPT_AKG35_RS10400	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10405	GENE_AKG35_RS10405	TRANSCRIPT_AKG35_RS10405	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS10410	GENE_AKG35_RS10410	TRANSCRIPT_AKG35_RS10410	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10415	GENE_AKG35_RS10415	TRANSCRIPT_AKG35_RS10415	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10420	GENE_AKG35_RS10420	TRANSCRIPT_AKG35_RS10420	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10425	GENE_AKG35_RS10425	TRANSCRIPT_AKG35_RS10425	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10600	GENE_AKG35_RS10600	TRANSCRIPT_AKG35_RS10600	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10605	GENE_AKG35_RS10605	TRANSCRIPT_AKG35_RS10605	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10610	GENE_AKG35_RS10610	TRANSCRIPT_AKG35_RS10610	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS10615	GENE_AKG35_RS10615	TRANSCRIPT_AKG35_RS10615	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10620	GENE_AKG35_RS10620	TRANSCRIPT_AKG35_RS10620	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10625	GENE_AKG35_RS10625	TRANSCRIPT_AKG35_RS10625	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10630	GENE_AKG35_RS10630	TRANSCRIPT_AKG35_RS10630	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10635	GENE_AKG35_RS10635	TRANSCRIPT_AKG35_RS10635	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10640	GENE_AKG35_RS10640	TRANSCRIPT_AKG35_RS10640	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS10645	GENE_AKG35_RS10645	TRANSCRIPT_AKG35_RS10645	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11025	GENE_AKG35_RS11025	TRANSCRIPT_AKG35_RS11025	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11030	GENE_AKG35_RS11030	TRANSCRIPT_AKG35_RS11030	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11035	GENE_AKG35_RS11035	TRANSCRIPT_AKG35_RS11035	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11040	GENE_AKG35_RS11040	TRANSCRIPT_AKG35_RS11040	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11045	GENE_AKG35_RS11045	TRANSCRIPT_AKG35_RS11045	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11050	GENE_AKG35_RS11050	TRANSCRIPT_AKG35_RS11050	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS11055	GENE_AKG35_RS11055	TRANSCRIPT_AKG35_RS11055	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS11060	GENE_AKG35_RS11060	TRANSCRIPT_AKG35_RS11060	protein_coding	0	0	0	3	2	0	0	0	0	0	1
AKG35_RS11080	GENE_AKG35_RS11080	TRANSCRIPT_AKG35_RS11080	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11085	GENE_AKG35_RS11085	TRANSCRIPT_AKG35_RS11085	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11090	GENE_AKG35_RS11090	TRANSCRIPT_AKG35_RS11090	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11095	GENE_AKG35_RS11095	TRANSCRIPT_AKG35_RS11095	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11210	GENE_AKG35_RS11210	TRANSCRIPT_AKG35_RS11210	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11215	GENE_AKG35_RS11215	TRANSCRIPT_AKG35_RS11215	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11220	GENE_AKG35_RS11220	TRANSCRIPT_AKG35_RS11220	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11225	GENE_AKG35_RS11225	TRANSCRIPT_AKG35_RS11225	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11230	GENE_AKG35_RS11230	TRANSCRIPT_AKG35_RS11230	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11235	GENE_AKG35_RS11235	TRANSCRIPT_AKG35_RS11235	protein_coding	0	0	2	0	0	0	2	0	0	0	0
AKG35_RS11240	GENE_AKG35_RS11240	TRANSCRIPT_AKG35_RS11240	protein_coding	0	0	0	4	2	0	0	0	0	0	2
AKG35_RS11245	GENE_AKG35_RS11245	TRANSCRIPT_AKG35_RS11245	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11250	GENE_AKG35_RS11250	TRANSCRIPT_AKG35_RS11250	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11255	GENE_AKG35_RS11255	TRANSCRIPT_AKG35_RS11255	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11260	GENE_AKG35_RS11260	TRANSCRIPT_AKG35_RS11260	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11280	GENE_AKG35_RS11280	TRANSCRIPT_AKG35_RS11280	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11285	GENE_AKG35_RS11285	TRANSCRIPT_AKG35_RS11285	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11290	GENE_AKG35_RS11290	TRANSCRIPT_AKG35_RS11290	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11295	GENE_AKG35_RS11295	TRANSCRIPT_AKG35_RS11295	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11300	GENE_AKG35_RS11300	TRANSCRIPT_AKG35_RS11300	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11305	GENE_AKG35_RS11305	TRANSCRIPT_AKG35_RS11305	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11310	GENE_AKG35_RS11310	TRANSCRIPT_AKG35_RS11310	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11315	GENE_AKG35_RS11315	TRANSCRIPT_AKG35_RS11315	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11325	GENE_AKG35_RS11325	TRANSCRIPT_AKG35_RS11325	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11395	GENE_AKG35_RS11395	TRANSCRIPT_AKG35_RS11395	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11400	GENE_AKG35_RS11400	TRANSCRIPT_AKG35_RS11400	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11405	GENE_AKG35_RS11405	TRANSCRIPT_AKG35_RS11405	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11410	GENE_AKG35_RS11410	TRANSCRIPT_AKG35_RS11410	protein_coding	1	0	0	0	0	1	0	0	0	0	0
AKG35_RS11415	GENE_AKG35_RS11415	TRANSCRIPT_AKG35_RS11415	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11420	GENE_AKG35_RS11420	TRANSCRIPT_AKG35_RS11420	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11425	GENE_AKG35_RS11425	TRANSCRIPT_AKG35_RS11425	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11430	GENE_AKG35_RS11430	TRANSCRIPT_AKG35_RS11430	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11435	GENE_AKG35_RS11435	TRANSCRIPT_AKG35_RS11435	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11440	GENE_AKG35_RS11440	TRANSCRIPT_AKG35_RS11440	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11450	GENE_AKG35_RS11450	TRANSCRIPT_AKG35_RS11450	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11455	GENE_AKG35_RS11455	TRANSCRIPT_AKG35_RS11455	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS11460	GENE_AKG35_RS11460	TRANSCRIPT_AKG35_RS11460	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11465	GENE_AKG35_RS11465	TRANSCRIPT_AKG35_RS11465	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11470	GENE_AKG35_RS11470	TRANSCRIPT_AKG35_RS11470	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11495	GENE_AKG35_RS11495	TRANSCRIPT_AKG35_RS11495	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11500	GENE_AKG35_RS11500	TRANSCRIPT_AKG35_RS11500	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11505	GENE_AKG35_RS11505	TRANSCRIPT_AKG35_RS11505	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11515	GENE_AKG35_RS11515	TRANSCRIPT_AKG35_RS11515	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11520	GENE_AKG35_RS11520	TRANSCRIPT_AKG35_RS11520	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11525	GENE_AKG35_RS11525	TRANSCRIPT_AKG35_RS11525	protein_coding	1	0	0	0	0	1	0	0	0	0	0
AKG35_RS11530	GENE_AKG35_RS11530	TRANSCRIPT_AKG35_RS11530	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11535	GENE_AKG35_RS11535	TRANSCRIPT_AKG35_RS11535	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11540	GENE_AKG35_RS11540	TRANSCRIPT_AKG35_RS11540	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11730	GENE_AKG35_RS11730	TRANSCRIPT_AKG35_RS11730	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11735	GENE_AKG35_RS11735	TRANSCRIPT_AKG35_RS11735	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11740	GENE_AKG35_RS11740	TRANSCRIPT_AKG35_RS11740	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11745	GENE_AKG35_RS11745	TRANSCRIPT_AKG35_RS11745	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11750	GENE_AKG35_RS11750	TRANSCRIPT_AKG35_RS11750	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11755	GENE_AKG35_RS11755	TRANSCRIPT_AKG35_RS11755	protein_coding	1	0	0	0	0	1	0	0	0	0	0
AKG35_RS11760	GENE_AKG35_RS11760	TRANSCRIPT_AKG35_RS11760	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11765	GENE_AKG35_RS11765	TRANSCRIPT_AKG35_RS11765	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11770	GENE_AKG35_RS11770	TRANSCRIPT_AKG35_RS11770	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11780	GENE_AKG35_RS11780	TRANSCRIPT_AKG35_RS11780	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11785	GENE_AKG35_RS11785	TRANSCRIPT_AKG35_RS11785	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11870	GENE_AKG35_RS11870	TRANSCRIPT_AKG35_RS11870	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11875	GENE_AKG35_RS11875	TRANSCRIPT_AKG35_RS11875	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11880	GENE_AKG35_RS11880	TRANSCRIPT_AKG35_RS11880	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11885	GENE_AKG35_RS11885	TRANSCRIPT_AKG35_RS11885	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11890	GENE_AKG35_RS11890	TRANSCRIPT_AKG35_RS11890	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11895	GENE_AKG35_RS11895	TRANSCRIPT_AKG35_RS11895	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS11900	GENE_AKG35_RS11900	TRANSCRIPT_AKG35_RS11900	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS11905	GENE_AKG35_RS11905	TRANSCRIPT_AKG35_RS11905	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS11910	GENE_AKG35_RS11910	TRANSCRIPT_AKG35_RS11910	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS11915	GENE_AKG35_RS11915	TRANSCRIPT_AKG35_RS11915	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS11920	GENE_AKG35_RS11920	TRANSCRIPT_AKG35_RS11920	protein_coding	0	0	0	3	2	0	0	0	0	0	1
AKG35_RS11925	GENE_AKG35_RS11925	TRANSCRIPT_AKG35_RS11925	protein_coding	0	0	0	3	1	0	0	0	0	0	2
AKG35_RS11930	GENE_AKG35_RS11930	TRANSCRIPT_AKG35_RS11930	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11935	GENE_AKG35_RS11935	TRANSCRIPT_AKG35_RS11935	protein_coding	1	0	1	0	0	1	1	0	0	0	0
AKG35_RS11940	GENE_AKG35_RS11940	TRANSCRIPT_AKG35_RS11940	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11945	GENE_AKG35_RS11945	TRANSCRIPT_AKG35_RS11945	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11950	GENE_AKG35_RS11950	TRANSCRIPT_AKG35_RS11950	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11955	GENE_AKG35_RS11955	TRANSCRIPT_AKG35_RS11955	protein_coding	0	0	0	2	0	0	0	0	0	0	2
AKG35_RS11960	GENE_AKG35_RS11960	TRANSCRIPT_AKG35_RS11960	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS11965	GENE_AKG35_RS11965	TRANSCRIPT_AKG35_RS11965	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12140	GENE_AKG35_RS12140	TRANSCRIPT_AKG35_RS12140	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS12145	GENE_AKG35_RS12145	TRANSCRIPT_AKG35_RS12145	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS12150	GENE_AKG35_RS12150	TRANSCRIPT_AKG35_RS12150	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12160	GENE_AKG35_RS12160	TRANSCRIPT_AKG35_RS12160	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12260	GENE_AKG35_RS12260	TRANSCRIPT_AKG35_RS12260	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12285	GENE_AKG35_RS12285	TRANSCRIPT_AKG35_RS12285	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12305	GENE_AKG35_RS12305	TRANSCRIPT_AKG35_RS12305	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12335	GENE_AKG35_RS12335	TRANSCRIPT_AKG35_RS12335	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12340	GENE_AKG35_RS12340	TRANSCRIPT_AKG35_RS12340	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS12410	GENE_AKG35_RS12410	TRANSCRIPT_AKG35_RS12410	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12495	GENE_AKG35_RS12495	TRANSCRIPT_AKG35_RS12495	protein_coding	0	0	1	0	0	0	1	0	0	0	0
AKG35_RS12515	GENE_AKG35_RS12515	TRANSCRIPT_AKG35_RS12515	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS12520	GENE_AKG35_RS12520	TRANSCRIPT_AKG35_RS12520	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS12565	GENE_AKG35_RS12565	TRANSCRIPT_AKG35_RS12565	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12625	GENE_AKG35_RS12625	TRANSCRIPT_AKG35_RS12625	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12685	GENE_AKG35_RS12685	TRANSCRIPT_AKG35_RS12685	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS12705	GENE_AKG35_RS12705	TRANSCRIPT_AKG35_RS12705	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12725	GENE_AKG35_RS12725	TRANSCRIPT_AKG35_RS12725	protein_coding	0	0	0	3	3	0	0	0	0	0	0
AKG35_RS12730	GENE_AKG35_RS12730	TRANSCRIPT_AKG35_RS12730	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12735	GENE_AKG35_RS12735	TRANSCRIPT_AKG35_RS12735	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12755	GENE_AKG35_RS12755	TRANSCRIPT_AKG35_RS12755	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12760	GENE_AKG35_RS12760	TRANSCRIPT_AKG35_RS12760	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12765	GENE_AKG35_RS12765	TRANSCRIPT_AKG35_RS12765	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12770	GENE_AKG35_RS12770	TRANSCRIPT_AKG35_RS12770	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS12775	GENE_AKG35_RS12775	TRANSCRIPT_AKG35_RS12775	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12780	GENE_AKG35_RS12780	TRANSCRIPT_AKG35_RS12780	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12800	GENE_AKG35_RS12800	TRANSCRIPT_AKG35_RS12800	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12805	GENE_AKG35_RS12805	TRANSCRIPT_AKG35_RS12805	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS12810	GENE_AKG35_RS12810	TRANSCRIPT_AKG35_RS12810	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12930	GENE_AKG35_RS12930	TRANSCRIPT_AKG35_RS12930	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS12985	GENE_AKG35_RS12985	TRANSCRIPT_AKG35_RS12985	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS13025	GENE_AKG35_RS13025	TRANSCRIPT_AKG35_RS13025	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS13035	GENE_AKG35_RS13035	TRANSCRIPT_AKG35_RS13035	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS13060	GENE_AKG35_RS13060	TRANSCRIPT_AKG35_RS13060	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS13090	GENE_AKG35_RS13090	TRANSCRIPT_AKG35_RS13090	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS13095	GENE_AKG35_RS13095	TRANSCRIPT_AKG35_RS13095	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS13100	GENE_AKG35_RS13100	TRANSCRIPT_AKG35_RS13100	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS13105	GENE_AKG35_RS13105	TRANSCRIPT_AKG35_RS13105	protein_coding	0	0	0	2	2	0	0	0	0	0	0
AKG35_RS13160	GENE_AKG35_RS13160	TRANSCRIPT_AKG35_RS13160	protein_coding	0	0	0	1	0	0	0	0	0	0	1
AKG35_RS13175	GENE_AKG35_RS13175	TRANSCRIPT_AKG35_RS13175	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS13180	GENE_AKG35_RS13180	TRANSCRIPT_AKG35_RS13180	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS13185	GENE_AKG35_RS13185	TRANSCRIPT_AKG35_RS13185	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS13205	GENE_AKG35_RS13205	TRANSCRIPT_AKG35_RS13205	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS13215	GENE_AKG35_RS13215	TRANSCRIPT_AKG35_RS13215	protein_coding	0	0	0	1	1	0	0	0	0	0	0
AKG35_RS13310	GENE_AKG35_RS13310	TRANSCRIPT_AKG35_RS13310	protein_coding	0	0	0	2	1	0	0	0	0	0	1
AKG35_RS13360	GENE_AKG35_RS13360	TRANSCRIPT_AKG35_RS13360	protein_coding	0	0	0	1	0	0	0	0	0	0	1
